Book,Chapter,Verse,Source (Pangasinan),Source (Cleaned),Pivot (Bikolano),Translation (Tagalog),Reference (Tagalog),Reference (Cleaned),BLEU
Song of Songs,4,12,"Say inarok, say nobiak, et sakey a niamut a tanamanan, ya apaliberan na padir, sakey a sobul a kayaryan na sakey a too;",say inarok say nobiak et sakey a niamut a tanamanan ya apaliberan na padir sakey a sobul a kayaryan na sakey a too,an sakong nobya sarong natatago na tatamnan na napapalibotan nin kudal sarong burabod na sadiri nin tawo,ang aking kasintahang babae ay isang nakatagong halamanan na may pader at isang bukal ng tubig na mula sa mga tao,"Halamanang nababakuran ang kapatid ko, ang kasintahan ko; halamanang nababakuran, isang bukal na natatakpan.",halamanang nababakuran ang kapatid ko ang kasintahan ko halamanang nababakuran isang bukal na natatakpan,4.319402267866687
Matthew,19,20,"Inkuanto may balolaki, “Oonuren ko la ra yan amin. Anto niy kakulangan ko?”",inkuanto may balolaki oonuren ko la ra yan amin anto niy kakulangan ko,nagsabi an hoben inootob ko na an gabos na ini ano pa an kaipuhan ko,sinabi sa kaniya ng binata ginaganap ko na ang lahat ng mga ito ano pa ang kulang sa akin,"Sinabi sa kaniya ng binata, Ang lahat ng mga bagay na ito ay ginanap ko: ano pa ang kulang sa akin?",sinabi sa kaniya ng binata ang lahat ng mga bagay na ito ay ginanap ko ano pa ang kulang sa akin,53.5609062424834
Psalms,119,176,"Akar-akar ak a singa abalang a karniro; anap mo ak pa sirin ya aripen mo, ta ag ko inkaindan iray ganggan mo.",akarakar ak a singa abalang a karniro anap mo ak pa sirin ya aripen mo ta ag ko inkaindan iray ganggan mo,nalagalag ako siring sa sarong nawawarang karnero hanapa an saimong sorogoon huli ta dai ko binayaan an saimong mga katogonan,akoy naligaw na parang tupang nawala hanapin mo ang iyong lingkod sapagkat hindi ko pinabayaan ang iyong mga utos,"Ako'y naligaw na parang tupang nawala; hanapin mo ang iyong lingkod, sapagkat hindi ko kinalilimutan ang iyong mga utos.",akoy naligaw na parang tupang nawala hanapin mo ang iyong lingkod sapagkat hindi ko kinalilimutan ang iyong mga utos,84.92326635760686
Mark,8,34,"Pinaasingger natan nen Jesus iray totoo tan saray disipulo to. Inkuanto, “Siopamay malabay ya ontombuk ed siak, nakaukolan a lingwanan toy sikaton dili, sakbaten toy krus to, insan ontombuk ed siak.",pinaasingger natan nen jesus iray totoo tan saray disipulo to inkuanto siopamay malabay ya ontombuk ed siak nakaukolan a lingwanan toy sikaton dili sakbaten toy krus to insan ontombuk ed siak,dangan pinarani ni jesus an mga tawo saka an saiyang mga disipulo dangan sinabihan an siisay man na boot magsunod sako kaipuhan lingawan niya an sadiri niyang buhay magpasan kan saiyang krus asin magsunod sako,at pinalapit niya sa kaniya ang karamihan pati ang kaniyang mga alagad at sa kanilay sinabi kung ang sinomang tao ibig sumunod sa akin ay tumanggi sa kaniyang sarili at pasanin ang kaniyang krus at sumunod sa akin,"At pinalapit niya sa kaniya ang karamihan pati ng kaniyang mga alagad, at sa kanila'y sinabi, Kung ang sinomang tao ay ibig sumunod sa akin, ay tumanggi sa kaniyang sarili, at pasanin ang kaniyang krus, at sumunod sa akin.",at pinalapit niya sa kaniya ang karamihan pati ng kaniyang mga alagad at sa kanilay sinabi kung ang sinomang tao ay ibig sumunod sa akin ay tumanggi sa kaniyang sarili at pasanin ang kaniyang krus at sumunod sa akin,86.30427785257106
Matthew,12,4,"Linma rad abung na Dios tan kinan da may tinapay ya imbagat ed Dios. Sumpad Ganggan a kanen da man a tinapay, ta saray papari labat so nayarin mangan ed saman.",linma rad abung na dios tan kinan da may tinapay ya imbagat ed dios sumpad ganggan a kanen da man a tinapay ta saray papari labat so nayarin mangan ed saman,naglaog siya sa harong nin dios asin nagkakan kan tinapay na idinolot sa dios bakong tugot sa katogonan na magkakan kaiyan an mga padi sana,kung paanong pumasok siya sa bahay ng diyos at kumain ng tinapay na handog na hindi ipinahihintulot na kainin ito maliban sa mga pari lamang,"Kung paanong siya'y pumasok sa bahay ng Dios, at kumain siya ng mga tinapay na handog, na hindi matuwid na kanin niya, ni ng mga kasamahan niya, kundi ng mga saserdote lamang?",kung paanong siyay pumasok sa bahay ng dios at kumain siya ng mga tinapay na handog na hindi matuwid na kanin niya ni ng mga kasamahan niya kundi ng mga saserdote lamang,18.75794348390812
Matthew,27,33,Sinmabi rad pasen a tatawagey Golgota a kabaliksan toy “Pasen na Lapis-lapis na Olo.”,sinmabi rad pasen a tatawagey golgota a kabaliksan toy pasen na lapislapis na olo,pagabot ninda sa sarong lugar na inaapod golgota an boot sabihon lugar nin bungo,nang makarating sila sa isang dako na tinatawag na golgota na ang kahulugan ay ang dako ng bungo,"At nang sila'y makarating sa isang dakong tinatawag na Golgota, (na ang kahulugan ay, “Ang Dako ng Bungo”),",at nang silay makarating sa isang dakong tinatawag na golgota na ang kahulugan ay ang dako ng bungo,63.4192268377597
Genesis,35,18,"Balet ompapatey si Raquel. Nen kuan lan naoyus so bilay to, inngaran to na Benoni may ogaw, balet inngaran nen ama to na Benjamin.",balet ompapatey si raquel nen kuan lan naoyus so bilay to inngaran to na benoni may ogaw balet inngaran nen ama to na benjamin,alagad kan madali nang magadan si rachel nginaranan niyang benoni an aki alagad benjamin an ngaran kan saiyang ama,ngunit nang malapit nang mamatay si raquel tinawag niya ang kanyang anak na benoni ngunit benjamin ang pangalan ng kanyang ama,"Habang siya'y naghihingalo (sapagkat namatay siya), kanyang pinangalanan siyang Benoni; subalit tinawag siyang Benjamin ng kanyang ama.",habang siyay naghihingalo sapagkat namatay siya kanyang pinangalanan siyang benoni subalit tinawag siyang benjamin ng kanyang ama,8.3551771205213
Matthew,3,9,Tan ag yo iisipen a nasaniban yoy peteg a kipapasen yo diad pangibaga yon laki yoy Abraham. Kuankod sikayo a walay pakayari na Dios a pagmaliwen a tuan anak nen Abraham ira yan bato!,tan ag yo iisipen a nasaniban yoy peteg a kipapasen yo diad pangibaga yon laki yoy abraham kuankod sikayo a walay pakayari na dios a pagmaliwen a tuan anak nen abraham ira yan bato,dai kamo magisip na masasarigan nindo an saindong sadiri huli sa pagsabi na si abraham an saindong ginikanan sinasabihan ko kamo na sa mga gapong ini an dios makakagibo nin mga aki para ki abraham,at huwag ninyong sabihin sa inyong sarili si abraham ang ating ama sapagkat sinasabi ko sa inyo na maaari ng diyos na gumawa ng mga anak kay abraham mula sa mga batong ito,"At huwag ninyong sabihin sa inyong sarili, ‘Si Abraham ang aming ama’; sapagkat sinasabi ko sa inyo, na kaya ng Diyos na gumawa ng mga anak ni Abraham mula sa mga batong ito.",at huwag ninyong sabihin sa inyong sarili si abraham ang aming ama sapagkat sinasabi ko sa inyo na kaya ng diyos na gumawa ng mga anak ni abraham mula sa mga batong ito,74.88774104147316
2 Kings,22,18,"No nipaakar ed ari, siak, say Katawan a Dios na Israel, kuanko: Dinengel moy nisulat ed samay libro,",no nipaakar ed ari siak say katawan a dios na israel kuanko dinengel moy nisulat ed samay libro,ako an kagurangnan an dios nin israel nagsasabi manongod sa hade dinangog mo an nasusurat sa libro,ganito ang sabi ng panginoon ng diyos ng israel tungkol sa hari na iyong narinig ang mga salita ng aklat na ito,"Ngunit tungkol sa hari ng Juda na nagsugo sa inyo upang sumangguni sa Panginoon , ganito ang sasabihin ninyo sa kanya, Ganito ang sabi ng Panginoon , ang Diyos ng Israel: Tungkol sa mga salita na iyong narinig,",ngunit tungkol sa hari ng juda na nagsugo sa inyo upang sumangguni sa panginoon  ganito ang sasabihin ninyo sa kanya ganito ang sabi ng panginoon  ang diyos ng israel tungkol sa mga salita na iyong narinig,23.89437072348101
Psalms,68,19,"Idayew tayoy Katawan, a manasakbat ya inagew-agew na saray kairapan tan saray gunigon tayo; sikatoy Dios a mangilalaban ed sikatayo.",idayew tayoy katawan a manasakbat ya inagewagew na saray kairapan tan saray gunigon tayo sikatoy dios a mangilalaban ed sikatayo,pagomawon an kagurangnan na nagdadara kan satong mga kasakitan aroaldaw siya an dios nin satong kaligtasan,purihin ang panginoon na nagdadala ng ating mga sakuna siya ang diyos ng ating kaligtasan arawaraw,"Purihin ang Panginoon na nagpapasan araw-araw ng aming pasan, samakatuwid baga'y ang Diyos na siyang aming kaligtasan. (Selah)",purihin ang panginoon na nagpapasan arawaraw ng aming pasan samakatuwid bagay ang diyos na siyang aming kaligtasan selah,17.781797347497495
